175,24,2444,29,175
175,8,518,119,25
175,4,500,125,7
175,3,140,35,1
175,8,572,143,175
175,8,662,73,175
175,16,1328,53,175
175,5,2660,665,1
175,2,350,175,1
175,5,2030,805,1
175,27,145670,6545,1
175,27,178430,12145,1
177,28,714,3,59
177,10,6384,399,59
177,10,3468,543,59
177,2,354,177,1
177,10,4440,555,59
177,10,2604,651,59
177,10,3576,447,59
177,10,2658,663,59
179,110,14158,5,179
179,2,358,179,1
181,20,3464,23,181
181,20,1520,55,181
181,80,16100,11,181
181,2,362,181,1
183,6,96,3,61
183,2,366,183,1
183,66,149748,705,61
185,72,9994,1,185
185,6,760,95,37
185,6,490,115,37
185,6,580,145,37
185,3,148,37,5
185,5,2812,703,5
185,2,370,185,1
185,5,2146,851,5
185,27,153994,6919,5
185,27,188626,12839,5
187,26,1028,43,187
187,26,2000,5,187
187,7,176,11,17
187,6,272,17,11
187,14,2108,221,11
187,31,3080,253,17
187,2,374,187,1
189,4,540,135,7
189,2,378,189,1
191,40,108916,961,191
191,46,2374,47,191
191,2,382,191,1
191,40,45736,2405,191
193,66,2120,1,193
193,24,1508,31,193
193,18,320,5,193
193,84,27428,91,193
193,2,386,193,1
195,24,1992,57,65
195,4,120,15,195
195,5,2964,741,5
195,3,156,39,5
195,2,390,195,1
195,24,41790,1965,13
195,5,2262,897,5
195,8,25320,3165,13
195,8,20460,3885,13
195,8,18030,3405,13
195,8,17220,4305,13
195,8,15060,3765,13
195,8,14790,4245,13
195,8,12630,4785,13
195,27,162318,7293,5
195,27,198822,13533,5
197,141,6364,5,197
197,2,394,197,1
199,15,422,13,199
199,15,440,47,199
199,2,398,199,1
