k,total steps,max,min,up total,down total
641,214,13210,7,100,114,3,1,1,3,1,1,2,1,1,1,1,1,3,2,3,1,1,1,2,4,1,3,1,3,2,1,2,2,4,2,1,7,1,1,1,2,1,1,1,2,1,4,1,3,4,1,1,2,1,3,2,1,6,1,1,2,1,2,4,3,3,3,1,2,2,2,1,4,3,2,2,1,1,1,1,4,1,1,1,1,4,2,2,2,1,3,6,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,4,1,1,1,1,6,1,6
653,223,58396,5,105,118,1,1,2,3,1,1,5,1,1,1,1,3,1,2,1,1,10,2,2,7,2,7,3,2,1,1,1,1,1,1,1,3,2,1,1,2,2,3,1,2,2,2,1,3,2,1,4,2,4,1,2,1,1,1,1,1,1,1,2,4,2,2,4,3,1,2,1,2,2,4,2,1,1,4,4,4,3,1,4,4,2,1,2,2,1,1,3,1,1,2,4,5,2,2,1,1,2,2,1,4,1,1,1,7
683,176,23374,35,93,83,1,1,4,2,1,2,1,3,3,2,1,2,6,2,1,1,3,1,1,3,2,1,1,2,1,2,2,1,1,1,1,1,2,4,3,3,3,1,2,2,3,3,2,2,1,1,4,2,6,1,1,4,3,4,2,2,1,1,2,1,1,2,3,2,3,1,2,2,1,1,3,1,4,2,2,1,1,1,3,2,2,1,3,9
691,111,10244,31,51,60,1,3,2,1,1,2,6,2,2,1,2,1,1,3,1,2,1,1,3,3,1,1,1,1,2,1,1,1,1,5,1,2,1,1,4,3,1,3,1,1,3,4,2,1,3,1,1,3,1,2,2,2,1,1,2,1,1,2,1,5
701,111,58348,83,59,52,4,2,1,3,1,1,10,2,3,4,1,1,1,5,6,3,1,2,4,1,2,1,1,1,4,2,3,5,1,3,1,2,3,1,3,1,1,2,4,1,1,3,1,1,2,5
709,188,43922,203,104,84,4,2,1,2,2,1,7,1,1,1,1,1,4,1,1,4,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,4,1,1,2,1,1,2,4,2,1,1,1,3,4,6,1,1,3,4,1,4,4,2,2,2,1,3,1,5,1,1,1,2,2,1,1,4,1,1,1,1,3,1,2,1,1,1,2,1,1,2,1,2,2,4,3,1,1,1,2,4,4,1,2
739,62,6470,1,24,38,2,1,1,3,3,2,1,2,1,1,2,2,4,3,1,1,4,1,1,1,1,1,1,9,1,2,1,9
751,287,33512,13,142,145,2,3,3,4,3,1,1,2,1,2,1,1,1,2,2,1,3,1,2,1,1,1,5,2,3,1,1,1,2,3,2,1,2,1,2,1,4,3,2,1,2,1,1,1,3,1,1,1,1,1,2,4,2,6,3,1,4,2,1,4,6,3,3,6,1,1,1,2,1,1,1,3,2,5,2,1,1,1,1,4,2,3,1,3,3,1,1,1,2,1,4,4,2,1,1,1,1,1,2,2,3,1,6,3,2,2,1,1,1,2,2,2,4,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,5,2,2,2,3,4,2,1,1,1,1,1,1,1,7
761,115,75136,71,62,53,6,2,2,1,3,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,3,3,3,3,1,3,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,4,2,1,1,5,1,3,1,1,1,2,1,4,7,2,5
809,47,23248,83,22,25,2,1,7,4,1,3,2,1,1,2,2,2,1,3,3,2,1,1,1,3,1,3
821,226,17404,1,106,120,1,2,2,1,1,1,1,1,1,3,1,4,5,2,4,3,1,1,2,2,3,2,1,4,1,2,1,1,3,5,2,3,4,3,3,3,1,1,2,1,1,1,2,3,1,3,3,3,5,2,1,2,2,1,2,3,1,1,1,1,3,1,2,1,1,1,2,2,5,2,2,6,1,3,3,1,4,2,1,1,1,2,5,2,1,1,2,1,1,2,1,2,1,1,2,1,1,5,2,1,1,2,1,1,1,2,2,2,1,10
853,294,181424,49,157,137,1,2,1,1,3,1,4,4,1,1,3,3,1,1,1,1,3,1,3,2,1,3,1,1,2,1,1,1,1,2,1,3,2,1,2,3,5,1,1,1,1,2,3,1,4,2,2,3,1,2,9,2,1,1,1,1,1,1,2,1,1,7,1,2,2,2,4,1,3,1,7,1,3,4,5,1,1,3,1,1,2,2,1,1,1,3,1,1,1,1,1,3,1,2,3,1,3,6,1,1,1,2,2,1,2,1,1,1,3,1,2,2,2,1,5,2,1,1,1,1,2,1,2,1,4,1,1,2,1,3,4,2,1,2,7,4,1,1,2,2,1,1,2,2,1,3,2,5
857,139,7162,25,58,81,1,1,1,1,1,2,1,3,1,2,1,1,2,1,2,1,2,3,1,1,1,1,4,3,2,5,3,2,1,5,1,1,1,2,5,1,1,3,1,2,2,2,1,1,3,3,1,1,2,3,2,4,1,4,1,2,1,1,1,1,2,2,1,2,1,4,4,4,2,6
877,94,14864,7,41,53,2,3,3,3,2,1,3,3,4,1,1,4,3,1,3,1,3,4,1,3,1,1,2,3,2,2,1,1,1,4,1,1,1,1,3,2,1,5,2,2,1,7
941,105,41944,53,55,50,1,1,6,1,2,2,1,1,3,2,1,2,1,1,7,1,2,3,3,1,1,1,1,1,1,3,4,3,1,1,1,1,2,1,1,1,2,3,2,2,2,2,1,2,1,2,1,1,1,2,1,1,3,1,1,2,1,5
947,282,97468,31,139,143,1,3,2,1,2,3,1,4,4,2,1,4,1,3,1,1,1,1,7,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,3,1,1,1,5,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,3,2,3,1,2,3,1,2,1,2,5,1,2,2,1,2,2,2,1,1,1,2,3,3,1,3,3,6,1,1,6,3,9,2,1,5,3,1,3,1,5,1,1,1,1,2,1,2,1,6,1,4,3,1,1,1,1,2,4,1,4,1,1,1,1,1,2,2,1,3,1,3,1,1,3,1,3,2,2,1,1,1,1,2,1,1,1,6
953,91,23104,7,42,49,6,1,3,2,1,1,1,6,1,1,4,1,2,1,2,4,1,4,1,2,4,2,6,6,1,1,1,3,2,2,1,1,3,1,1,2,1,8
971,164,17092,25,75,89,2,1,1,1,1,2,1,4,1,1,4,2,3,1,1,1,2,1,2,1,2,7,1,2,3,2,4,1,1,3,1,2,2,1,1,1,1,1,2,6,1,3,1,4,4,2,2,1,2,1,4,2,2,2,1,1,2,3,1,3,2,2,4,2,1,2,1,1,2,1,1,3,1,2,1,3,1,1,1,1,4,8
977,276,37714,5,136,140,1,4,4,1,5,2,3,1,3,1,1,1,2,3,3,2,2,1,1,1,1,3,1,2,3,1,1,2,2,2,3,3,1,1,2,2,4,3,1,2,2,1,1,1,5,1,1,1,1,1,2,3,1,5,2,7,2,1,6,5,2,1,1,1,1,4,2,1,4,2,2,1,2,2,2,2,1,1,3,1,1,1,2,2,1,2,2,1,2,3,1,4,1,3,1,2,3,1,3,3,3,1,1,1,1,2,1,1,1,4,1,1,5,1,1,2,5,2,1,1,1,1,4,3,1,1,1,3,2,5,3,9
